momentum-dynamics-corp,83097a0e1641e8eda5b5ac717ea98b86	Momentum Dynamics Corp	momentumdynamic	null	0
monextel,83097a0e1641e8eda5b5ac717eab603d	MonExTel	monextel	2009	0
montage-healthcare-solutions,83097a0e1641e8eda5b5ac717eaefefb	Montage Healthcare Solutions	montagehealth	2010	0
my-diabetes-home,83097a0e1641e8eda5b5ac717ece1a7c	My Diabetes Home	MyDiabetesHome	2009	0
myalert,5fae06029bbe793553b81c6aca500ce6	AlertMe	alertmesays	2006	28000000
mydrugcosts,83097a0e1641e8eda5b5ac717ed5e1b5	myDrugCosts	mydrugcosts	2010	0
myspeaker-system,83097a0e1641e8eda5b5ac717edf471a	MySpeaker System 	myspeakersystem	null	0
netcycler,e054627bc6b1f1d8cb812cce420280f9	Netcycler	netcycler	2008	1500000
new-edison-lights,e054627bc6b1f1d8cb812cce420e38cd	New Edison Lights	NewEdison	2011	0
niti-surgical-solutions,e054627bc6b1f1d8cb812cce42240f06	Niti Surgical Solutions	nitisurgical	1996	18500000
ntera-studio,e054627bc6b1f1d8cb812cce4238a1b4	Ntera Studio	ntera_do	2011	0
nuretix-research-labs-llc,'e054627bc6b1f1d8cb812cce423d23a4	Nuretix Research Labs, LLC	safe_weightloss	null	0'
nutra-pharma,e054627bc6b1f1d8cb812cce423ddc2f	Nutra Pharma	nutrapharma	null	0
offset-options,e054627bc6b1f1d8cb812cce424d1a4b	Offset Options	OffsetLuke	null	0
one-billion-watts,e054627bc6b1f1d8cb812cce425800fe	One Billion Watts	OneBillionWatts	2012	0
opower,e054627bc6b1f1d8cb812cce426f46ee	Opower	opower	2007	65700000
orasi-medical,'e054627bc6b1f1d8cb812cce4275aad6	Orasi Medical, Inc.	OrasiMedical	2007	3500000'
ost-energy,e054627bc6b1f1d8cb812cce427dd1eb	OST Energy	ost_energy	2008	0
ovascience,e054627bc6b1f1d8cb812cce42835fb6	OvaScience	OvaScience	null	43000000
oxford-immunotec,e054627bc6b1f1d8cb812cce4286bf6d	Oxford Immunotec	TBDiagnosis	2002	101000000
pacsdrive,e054627bc6b1f1d8cb812cce428bfef5	PacsDrive	pacsdrive	2009	0
pathway-genomics,e054627bc6b1f1d8cb812cce42a030ed	Pathway Genomics	PathwayGenomics	2008	0
patientsafe-solutions,e054627bc6b1f1d8cb812cce42a09e1a	PatientSafe Solutions	PatientSafeSoln	2002	30000000
patientsville-com,e054627bc6b1f1d8cb812cce42a0c248	PatientsVille.com	patientsville	2007	0
pavegen-systems,e054627bc6b1f1d8cb812cce42a2079d	Pavegen Systems Ltd	pavegen	2009	0
